# (c) Der Bundeswahlleiter, Wiesbaden 2017;;;;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;;;
# Die Wahlbewerberinnen und Wahlbewerber zum 19. Deutschen Bundestag (24. September 2017);;;;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;;;
# Codepage: UTF-8, Trennzeichen: Semikolon;;;;;;;;;;;;;;;;;;
# Stand: 4. September 2017 (2. Korrektur);;;;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;;;
Titel;Namenszusatz;Name;Vorname;Geschlecht;Geburtsjahr;Wohnort;Geburtsort;Beruf;Wahlkreis_Land;Wahlkreis_Nr;Wahlkreis_Bez;Wahlkreis_ParteiKurzBez;Wahlkreis_ParteiBez;Liste_Land;Liste_ParteiKurzBez;Liste_ParteiBez;Liste_Platz;Wiederkandidatur
;;Staudenmaier;Sebastian;m;1990;Schwäbisch Gmünd;Mutlangen;Informatiker;;;;;;BW;PIRATEN;Piratenpartei Deutschland;5;
;;Stavenhagen;Fritz;m;1945;Neuwied;Klettwitz;Rentner;;;;;;RP;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;5;
;;Stavenhagen;Stefanie;w;1965;Neuwied;Neuwied;Dipl.-Verwaltungswirtin;;;;;;RP;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;3;
;;Stavridis;Konstantin;m;1969;Berlin;Köln;Unternehmer;;;;;;BE;BGE;Bündnis Grundeinkommen;7;
;;Stawitz;Ingo;m;1950;Uetersen;Hamburg;Rentner;;;;;;SH;NPD;Nationaldemokratische Partei Deutschlands;2;
;;Steck;Christian;m;1992;Backnang;Backnang;Jurist;;;;;;BW;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;31;
Dr.;;Steffel;Frank;m;1966;Berlin;Berlin;Dipl.-Kaufmann;BE;77;Berlin-Reinickendorf;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;;;;;X
;;Steffen;Holger;m;1954;Neumünster;Hamburg;Taxiunternehmer;SH;6;Plön – Neumünster;FREIE WÄHLER;FREIE WÄHLER;;;;;
;;Steffen;Jan Oliver;m;1973;Frankfurt am Main;Marburg;Krebsforscher;;;;;;HE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;4;
;;Steffen;Sonja Amalie;w;1963;Stralsund;Dreiborn;Rechtsanwältin;MV;15;Vorpommern-Rügen – Vorpommern-Greifswald I;SPD;Sozialdemokratische Partei Deutschlands;MV;SPD;Sozialdemokratische Partei Deutschlands;1;X
;;Steffen-Stiehl;Christian;m;1973;Friedrichshafen;Daun;Projektleiter;BW;293;Bodensee;FDP;Freie Demokratische Partei;BW;FDP;Freie Demokratische Partei;32;
Dr.;;Stefinger;Wolfgang;m;1985;München;München;MdB / Betriebswirt;BY;218;München-Ost;CSU;Christlich-Soziale Union in Bayern e.V.;;;;;X
;;Stegemann;Albert;m;1976;Ringe;Nordhorn;MdB / Landwirtschaftsmeister;NI;31;Mittelems;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;NI;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;30;X
;;Stegmann;Alfred;m;1961;Bottrop;Dortmund;Immobiliensachverständiger;NW;125;Bottrop – Recklinghausen III;AfD;Alternative für Deutschland;;;;;
;;Stehle;Susanne;w;1994;Esslingen am Neckar;Rottweil;Pressereferentin;;;;;;BW;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;30;
;;Stehr;Simone Tatjana;w;1970;Oberhausen;Oberhausen;Seminardirektorin;;;;;;NW;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;61;
;;Steichele-Guntrum;Stephanie;w;1973;Oppenheim;München;Dipl.-Kauffrau;;;;;;RP;FDP;Freie Demokratische Partei;33;
;;Steier;Andreas;m;1972;Pellingen;Trier;Dipl.-Ingenieur;RP;203;Trier;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;RP;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;10;
Dr.;;Stein;Dieter;m;1957;Brombachtal;Kirchbrombach;Arzt;;;;;;HE;MLPD;Marxistisch-Leninistische Partei Deutschlands;13;
;;Stein;Jan;m;1975;Erfurt;Erfurt;Dipl.-Pädagoge;;;;;;TH;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;3;
;;Stein;Jens Mathias;m;1970;Kiel;Kiel;Bauzeichner;SH;5;Kiel;SPD;Sozialdemokratische Partei Deutschlands;SH;SPD;Sozialdemokratische Partei Deutschlands;9;
;;Stein;Peter;m;1968;Mönchhagen;Siegen;MdB;MV;14;Rostock – Landkreis Rostock II;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;MV;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;5;X
;;Stein;Robert;m;1979;Hamm;Hamm;Referent;;;;;;NW;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;75;
;;Stein;Uwe;m;1970;Düsseldorf;Opladen (Leverkusen);Unternehmensberater;;;;;;NW;PIRATEN;Piratenpartei Deutschland;7;
;;Steinböck;Anton;m;1943;Augsburg;Hamburg;Fahrlehrer;;;;;;BY;BP;Bayernpartei;28;
;;Steineke;Sebastian;m;1973;Neuruppin;Hamburg;Rechtsanwalt;BB;56;Prignitz – Ostprignitz-Ruppin – Havelland I;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;BB;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;7;X
Dr.;;Steiner;Dagmar;w;1964;Hasloh;Berlin-Zehlendorf;Ärztin;;;;;;SH;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;11;
;;Steiner;Lencke;w;1985;Bremen;Bremen;Dipl.-Kauffrau;HB;54;Bremen I;FDP;Freie Demokratische Partei;HB;FDP;Freie Demokratische Partei;1;
;;Steinert;Sandra Elisabeth;w;1992;München;München;Studentin;;;;;;BY;MLPD;Marxistisch-Leninistische Partei Deutschlands;5;
;;Steinhage;Wolfram;m;1955;Wassenberg;Kleve;Computertechniker;NW;89;Heinsberg;DIE LINKE;DIE LINKE;;;;;
;;Steinhausen;Christina;w;1979;Bad Neuenahr-Ahrweiler;Bonn;Redakteurin;RP;198;Ahrweiler;FDP;Freie Demokratische Partei;RP;FDP;Freie Demokratische Partei;10;
;;Steiniger;Johannes;m;1987;Bad Dürkheim;Bad Dürkheim;MdB / Gymnasiallehrer;RP;208;Neustadt – Speyer;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;RP;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;13;X
;;Steinke;Kersten;w;1958;Bad Frankenhausen/Kyffhäuser;Bad Frankenhausen;MdB / Agraringenieurin;TH;189;Eichsfeld – Nordhausen – Kyffhäuserkreis;DIE LINKE;DIE LINKE;TH;DIE LINKE;DIE LINKE;3;X
;;Steins;Wolfgang;m;1959;Bielefeld;Bielefeld;Dipl.-Kaufmann / Steuerberater;;;;;;NW;DM;Deutsche Mitte;1;
;;Stellrecht-Schmidt;Sabine;w;1971;Miltenberg;Sinsheim;Bauingenieurin;BY;249;Main-Spessart;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;BY;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;42;
;;Stelzer;Paul;m;1993;Göttingen;Potzwenden;Schüler;;;;;;NI;MLPD;Marxistisch-Leninistische Partei Deutschlands;5;
;;Stemmer;Janina Anja;w;1984;Jork;Hamburg;Dipl.-Sozialpädagogin;;;;;;HH;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;5;
Dr.;;Stephani;Trutz-Ulrich;m;1955;Ortenberg;Bonn;Chemiker;BW;284;Offenburg;FDP;Freie Demokratische Partei;BW;FDP;Freie Demokratische Partei;33;
;;Stern;Paul;m;1953;Celle;Bad Homburg v. d. Höhe;Ergotherapeut;NI;44;Celle – Uelzen;DIE LINKE;DIE LINKE;;;;;
;Freiherr von;Stetten;Christian Alexander;m;1970;Künzelsau;Stuttgart;MdB / selbst. Kaufmann;BW;268;Schwäbisch Hall – Hohenlohe;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;;;;;X
;;Steuer;Cita Karolina;w;1971;Berlin;Lindau;Gärtnerin;;;;;;BE;BGE;Bündnis Grundeinkommen;12;
;;Stewart;Michael;m;1986;Walsrode;Achim;Chemielaborant;NI;35;Rotenburg I – Heidekreis;AfD;Alternative für Deutschland;;;;;
;;Stieglauer;Stephan;m;1970;Blindheim;Donauwörth;kfm. Angestellter;BY;254;Donau-Ries;FREIE WÄHLER;FREIE WÄHLER;BY;FREIE WÄHLER;FREIE WÄHLER;28;
;;Stiel;Matthias;m;1982;Tannheim;München;Betriebsmittelplaner;BW;292;Biberach;AfD;Alternative für Deutschland;;;;;
;;Stier;Dieter;m;1964;Weißenfels;Weißenfels;MdB / Dipl.-Agraringenieur;ST;73;Burgenland – Saalekreis;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;ST;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;4;X
;;Stier;Paula Maria;w;1997;Neuenhagen bei Berlin;Berlin;Studentin;;;;;;BB;ÖDP;Ökologisch-Demokratische Partei;2;
;;Stöber;Klaus;m;1961;Wutha-Farnroda;Eisenach;Steuerberater;TH;190;Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis;AfD;Alternative für Deutschland;;;;;
;;Stöckel;Volker Ewald;m;1966;Osnabrück;Fürstenau;Dipl.-Volkswirt;;;;;;NI;BGE;Bündnis Grundeinkommen;13;
;;Stocker;Christof;m;1961;Lauterbach;Meppen;Theologe;;;;;;BW;ÖDP;Ökologisch-Demokratische Partei;12;
;;Stocker;Maximilian Wolfgang;m;1991;Icking;Wolfratshausen;Brauer und Mälzer;BY;223;Bad Tölz-Wolfratshausen – Miesbach;BP;Bayernpartei;;;;;
;;Stockert;Hannes;m;1972;Mülheim an der Ruhr;Stuttgart;Betriebselektriker;NW;118;Mülheim – Essen I;MLPD;Marxistisch-Leninistische Partei Deutschlands;NW;MLPD;Marxistisch-Leninistische Partei Deutschlands;10;
;;Stockert;Magdalena (Madeleine);w;1947;Ludwigshafen am Rhein;Solothurn, Schweiz;Rentnerin;RP;207;Ludwigshafen/Frankenthal;MLPD;Marxistisch-Leninistische Partei Deutschlands;RP;MLPD;Marxistisch-Leninistische Partei Deutschlands;4;
;;Stockhofe;Rita;w;1967;Haltern am See;Haltern am See;MdB;NW;122;Recklinghausen II;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;NW;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;46;X
;;Stoffel;Fabian Alexander;m;1995;Hiddenhausen;Herford;Student;NW;133;Herford – Minden-Lübbecke II;DIE LINKE;DIE LINKE;;;;;
;;Stoffels;Silvia;w;1961;Berlin;Berlin;Rechtsanwalt- und Notarfachangestellte;;;;;;BE;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;1;
;;Stöger;Marco;m;1993;Hebertsfelden;Eggenfelden;Elektroniker;BY;230;Rottal-Inn;DIE LINKE;DIE LINKE;;;;;
;;Stöhr;Christian;m;1980;Schorfheide;Anklam;Dachdeckermeister;;;;;;BB;DM;Deutsche Mitte;3;
;;Stoinski;Michal;m;1994;Tübingen;Tschenstochau;Student;;;;;;BW;PIRATEN;Piratenpartei Deutschland;18;
;;Stoll;Matthias;m;1960;Freiberg;Stollberg;Automatisierungstechniker;SN;161;Mittelsachsen;BüSo;Bürgerrechtsbewegung Solidarität;;;;;
;;Stolle;Henriette;w;1983;Berlin;Querfurt;Erzieherin;;;;;;BE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;8;
;;Stolleis;Hans Christoph;m;1993;Neustadt an der Weinstraße;Heidelberg;Student;;;;;;RP;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;25;
;;Stolper;Manfred;m;1962;Münster;Duisburg;Koch;NW;129;Münster;DKP;Deutsche Kommunistische Partei;NW;DKP;Deutsche Kommunistische Partei;12;
;;Stolz;André;m;1972;Idstein;Wiesbaden;Dipl.-Volkswirt;;;;;;HE;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;24;
;;Stolz;Bärbel;w;1975;Berlin;Esslingen am Neckar;Schauspielerin;;;;;;BE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;2;
;;Stolzenberger;Christoph;m;1967;Erkelenz;Issum;Kulturmanager;NW;89;Heinsberg;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;NW;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;35;
;;Stone;James Clayton;m;1979;München;Little Rock, USA;Administrator;;;;;;BY;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;21;
;;Stoof;Angelika;w;1956;Schwerin;Jerichow;EU-Rentnerin;MV;12;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;EB: Stoof;Wählergemeinschaft Unabhängige Bürger (UB);;;;;
;;Stoof;Sophie-Johanna;w;1987;Greifswald;Berlin;Studentin;;;;;;MV;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;6;
;;Stoop;David Christopher;m;1983;Hamburg;Engelskirchen;Pädagoge;HH;23;Hamburg-Bergedorf – Harburg;DIE LINKE;DIE LINKE;HH;DIE LINKE;DIE LINKE;6;
;;Stoppiera-Wiebelt;Yvette Susan;w;1979;Homburg;Görlitz;Architektin;;;;;;SL;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;5;
;von;Storch;Beatrix;w;1971;Berlin;Lübeck;MdEP / Anwältin;BE;75;Berlin-Mitte;AfD;Alternative für Deutschland;BE;AfD;Alternative für Deutschland;1;
;;Storjohann;Gero;m;1958;Seth;Bad Segeberg;MdB / Dipl.-Betriebswirt (FH);SH;8;Segeberg – Stormarn-Mitte;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;SH;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;4;X
;;Stöver;Birgit;w;1970;Hamburg;Hamburg;Lebensmittelchemikerin;;;;;;HH;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;9;
;;Stracke;Johannes;m;1981;Hürth;Hannover;Dipl.-Politikwissenschaftler;;;;;;NW;SPD;Sozialdemokratische Partei Deutschlands;86;
;;Stracke;Stephan;m;1974;Irsee;Marktoberdorf;MdB;BY;257;Ostallgäu;CSU;Christlich-Soziale Union in Bayern e.V.;;;;;X
Dr.;;Strack-Zimmermann;Marie-Agnes;w;1958;Düsseldorf;Düsseldorf;selbst. Verlagsrepräsentantin;NW;106;Düsseldorf I;FDP;Freie Demokratische Partei;NW;FDP;Freie Demokratische Partei;2;
;;Straetmanns;Friedrich;m;1961;Bielefeld;Bielefeld;Richter;NW;132;Bielefeld – Gütersloh II;DIE LINKE;DIE LINKE;NW;DIE LINKE;DIE LINKE;12;
Dr.;;Strank;Oliver;m;1979;Frankfurt am Main;Frankfurt am Main;Rechtsanwalt;HE;182;Frankfurt am Main I;SPD;Sozialdemokratische Partei Deutschlands;HE;SPD;Sozialdemokratische Partei Deutschlands;25;
;;Straßberger;Günter;m;1963;Altdorf;Wartenberg;Verkaufsleiter;BY;228;Landshut;AfD;Alternative für Deutschland;;;;;
;;Strasser;Benjamin;m;1987;Berg;Weingarten;Rechtsanwalt;BW;294;Ravensburg;FDP;Freie Demokratische Partei;BW;FDP;Freie Demokratische Partei;8;
;;Straubinger;Max;m;1954;Simbach;Oberlucken;MdB / Versicherungskaufmann;BY;230;Rottal-Inn;CSU;Christlich-Soziale Union in Bayern e.V.;BY;CSU;Christlich-Soziale Union in Bayern e.V.;13;X
;;Streib;Matthias;m;1983;Remscheid;Remscheid;Künstler;NW;103;Solingen – Remscheid – Wuppertal II;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;;;;;
;;Strengmann-Kuhn;Wolfgang;m;1964;Frankfurt am Main;Dinslaken;Volkswirt;HE;185;Offenbach;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;HE;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;4;X
;;Strenz;Karin;w;1967;Schwerin;Lübz;MdB;MV;13;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;MV;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;4;X
;;Streubel;Jens;m;1977;Dornburg-Camburg;Jena;Kfz.-Sachverständiger;TH;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;FREIE WÄHLER;FREIE WÄHLER;;;;;
Dr.;;Strewe;Uta;w;1971;Burkau;Biberach an der Riß;Verfahrensbeistand;SN;156;Bautzen I;SPD;Sozialdemokratische Partei Deutschlands;SN;SPD;Sozialdemokratische Partei Deutschlands;7;
;;Strickner;Gerald;m;1953;Kolbermoor;Rosenheim;Baustoffberater;BY;222;Rosenheim;BüSo;Bürgerrechtsbewegung Solidarität;BY;BüSo;Bürgerrechtsbewegung Solidarität;3;
;;Striess-Grubert;Udo;m;1959;Wilhelmshaven;Walsrode;Projektleiter;NI;26;Friesland – Wilhelmshaven – Wittmund;FREIE WÄHLER;FREIE WÄHLER;NI;FREIE WÄHLER;FREIE WÄHLER;2;
;;Stritzl;Thomas;m;1957;Kiel;Hamburg;MdB / Rechtsanwalt;SH;5;Kiel;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;SH;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;6;X
;;Struckmann;Merle;w;1981;Neustadt am Rübenberge;Hannover;Dipl.-Finanzwirtin;;;;;;NI;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;45;
;;Stübe;Yves-Christian;m;1978;Kiel;Eckernförde;Immobilienkaufmann;;;;;;SH;SPD;Sozialdemokratische Partei Deutschlands;18;
;;Stüber;Pascal;m;1996;Lindhorst;Stadthagen;Student;NI;40;Nienburg II – Schaumburg;AfD;Alternative für Deutschland;;;;;
;;Stübgen;Michael;m;1959;Finsterwalde;Lauchhammer;MdB / Baufacharbeiter / Pfarrer;BB;65;Elbe-Elster – Oberspreewald-Lausitz II;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;BB;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;1;X
;;Stucke;Ingo;m;1971;Bielefeld;Bielefeld;Pastor;;;;;;NW;SPD;Sozialdemokratische Partei Deutschlands;77;
Dr.;;Stumpf;Thomas;m;1954;Windhagen;Karlsruhe;ltd. Regierungsdirektor;;;;;;RP;SPD;Sozialdemokratische Partei Deutschlands;35;
;;Stumpp;Margit;w;1963;Königsbronn;Mengen;Oberstudienrätin;BW;270;Aalen – Heidenheim;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;BW;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;13;
;;Stuppy;Lisett;w;1988;Rüssingen;Kirchheimbolanden;Beamtin / Regierungsinspektorin;;;;;;RP;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;7;
;;Sturm;Erich Walter;m;1961;Bremen;Emden;Dipl.-Religionswissenschaftler;;;;;;HB;PIRATEN;Piratenpartei Deutschland;1;
;;Sturm;Wolfgang;m;1942;Benshausen;Swinemünde;Dipl.-Ingenieur;TH;192;Gotha – Ilm-Kreis;FREIE WÄHLER;FREIE WÄHLER;;;;;
;;Stürmer;Dominik;m;1989;Ellwangen (Jagst);Aalen;Bürokaufmann;BW;270;Aalen – Heidenheim;NPD;Nationaldemokratische Partei Deutschlands;BW;NPD;Nationaldemokratische Partei Deutschlands;1;
;;Stürtz;Heinrich;m;1949;Wiesloch;Köppern;Rechtsanwalt;BW;277;Rhein-Neckar;DIE LINKE;DIE LINKE;;;;;
;;Stussig;Mario-Frank Constantin;m;1952;Hamburg;Bonn;Unternehmensberater / Ingenieur;;;;;;HH;FDP;Freie Demokratische Partei;7;
;;Suding;Katja Rita;w;1975;Hamburg;Vechta;Kommunikationsberaterin;HH;19;Hamburg-Altona;FDP;Freie Demokratische Partei;HH;FDP;Freie Demokratische Partei;1;
;;Sudmann;Wilhelm Heinrich Friedrich;m;1960;Ehrenburg;Wesenstedt (jetzt Ehrenburg);Rentner;;;;;;NI;NPD;Nationaldemokratische Partei Deutschlands;8;
;;Sulfrian;Helge;m;1965;Windeck;Osnabrück;Geschäftsführer;;;;;;NW;SPD;Sozialdemokratische Partei Deutschlands;82;
;;Sulzbacher;Andreas;m;1975;Volkach;Dettelbach;techn. Produktdesigner;BY;250;Schweinfurt;FDP;Freie Demokratische Partei;BY;FDP;Freie Demokratische Partei;36;
;;Suntrup;Sonja;w;1967;Röbel/Müritz;Delmenhorst;Lehrerin;;;;;;MV;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;5;
;;Supe;Johannes;m;1989;Berlin;Soest;Redakteur;;;;;;BE;DKP;Deutsche Kommunistische Partei;3;
;;Susam;Adem;m;1981;Dortmund;Sivrice, Türkei;Fachinformatiker;;;;;;NW;-;Allianz Deutscher Demokraten;3;
;;Süßdorf;Jacqueline;w;1966;Saarbrücken;Saarbrücken;Rechtsanwaltsfachangestellte;;;;;;SL;NPD;Nationaldemokratische Partei Deutschlands;4;
;;Süssig;Arno;m;1957;Malchin;Waren (Müritz);Lehrer;;;;;;MV;FREIE WÄHLER;FREIE WÄHLER;9;
;;Swoboda;Andrea;w;1968;Bottrop;Essen;Angestellte;NW;125;Bottrop – Recklinghausen III;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;;;;;
;;Swoboda;Gerald;m;1968;Wanzleben-Börde;Burg;Disponent;;;;;;ST;BGE;Bündnis Grundeinkommen;4;
;;Sziborra-Seidlitz;Susan;w;1977;Quedlinburg;Berlin;Gesundheits- und Krankenpflegerin /Politikerin;ST;68;Harz;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;;;;;
;;Tacer;Philipp;m;1983;Düsseldorf;Düsseldorf;Angestellter / Referent;NW;106;Düsseldorf I;SPD;Sozialdemokratische Partei Deutschlands;NW;SPD;Sozialdemokratische Partei Deutschlands;46;
;;Tack;Kerstin;w;1968;Hannover;Wittingen;MdB / Dipl.-Sozialpädagogin;NI;41;Stadt Hannover I;SPD;Sozialdemokratische Partei Deutschlands;NI;SPD;Sozialdemokratische Partei Deutschlands;22;X
;;Täck;Ulrike;w;1968;Boostedt;Gifhorn;Professorin;SH;8;Segeberg – Stormarn-Mitte;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;SH;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;7;
Dr.;;Tackmann;Kirsten;w;1960;Wusterhausen/Dosse;Schmalkalden;MdB / Tierärztin;BB;56;Prignitz – Ostprignitz-Ruppin – Havelland I;DIE LINKE;DIE LINKE;BB;DIE LINKE;DIE LINKE;1;X
;;Täge;Mathias;m;1980;Wiesenburg/Mark;Belzig;Bio.-techn. Assistent;BB;60;Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;PIRATEN;Piratenpartei Deutschland;;;;;
;;Talsky;Thomas Gerhard Alexander;m;1990;Ottobrunn;München;Grafikdesigner;;;;;;BY;DKP;Deutsche Kommunistische Partei;3;
;;Tambarlin;Florian;m;1991;Weilheim i.OB;Weilheim i.OB;Koch;;;;;;BY;BP;Bayernpartei;29;
;;Tank;Susanne;w;1960;Hamburg;Lüdenscheid;Heilpraktikerin;;;;;;HH;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;6;
;;Taş;Hakan;m;1966;Berlin;Kemah, Türkei;MdAB;BE;77;Berlin-Reinickendorf;DIE LINKE;DIE LINKE;BE;DIE LINKE;DIE LINKE;6;
;;Tassis;Alexander;m;1970;Bremen;Athen, Griechenland;Historiker (M. A.);;;;;;HB;AfD;Alternative für Deutschland;3;
;;Tatti;Jessica;w;1981;Reutlingen;Marbach am Neckar;Sozialarbeiterin (B. A.);BW;289;Reutlingen;DIE LINKE;DIE LINKE;BW;DIE LINKE;DIE LINKE;5;
;;Tatura;Taro Atanas;m;1992;Hamburg;Rodewisch;Fluggerätemechaniker;;;;;;HH;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;10;
Dr.;;Tauber;Peter Michael;m;1974;Gelnhausen;Frankfurt am Main;MdB;HE;175;Main-Kinzig – Wetterau II – Schotten;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;HE;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;4;X
;;Täubner-Benicke;Kerstin;w;1967;Starnberg;Rheydt (jetzt Mönchengladbach);Angestellte;BY;224;Starnberg – Landsberg am Lech;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;BY;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;30;
;;Tausend;Claudia;w;1964;München;Vilsbiburg;MdB / Dipl.-Geografin;BY;218;München-Ost;SPD;Sozialdemokratische Partei Deutschlands;BY;SPD;Sozialdemokratische Partei Deutschlands;12;X
;;Tautorus;Sönke;m;1996;Freiberg;Mainz;Auszubildender;;;;;;SN;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;13;
;;Tavernaro;Katja;w;1977;Colditz;Hoyerswerda;Juristin;SN;154;Leipzig-Land;FDP;Freie Demokratische Partei;SN;FDP;Freie Demokratische Partei;8;
;;Tawil;Mohamad;m;1953;Berlin;Beirut;Journalist;BE;75;Berlin-Mitte;MLPD;Marxistisch-Leninistische Partei Deutschlands;BE;MLPD;Marxistisch-Leninistische Partei Deutschlands;5;
;;Taylor;Henry Ben;m;1994;Frankfurt am Main;Frankfurt am Main;Gebäudereiniger;;;;;;HE;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;3;
Dr.;;Tebroke;Hermann-Josef;m;1964;Lindlar;Rhede (Westf.);Landrat;NW;100;Rheinisch-Bergischer Kreis;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;NW;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;43;
;;Tegtmeier;Ines;w;1970;Roding;Halle (Saale);techn. Angestellte;BY;234;Schwandorf;FDP;Freie Demokratische Partei;BY;FDP;Freie Demokratische Partei;50;
;;Tegtmeier;Martina;w;1958;Dragun;Hille;MdL;MV;12;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;SPD;Sozialdemokratische Partei Deutschlands;MV;SPD;Sozialdemokratische Partei Deutschlands;3;
;;Tegtow;Thomas;m;1981;Berlin;Dresden;Student;;;;;;BE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;74;
;;Teichmann;Ivo Tilo;m;1967;Königstein/Sächs. Schw.;Dresden;Dipl.-Verwaltungswirt (FH);;;;;;SN;AfD;Alternative für Deutschland;15;
;;Teitz;Elise;w;1977;Köln;Köln;Freiberuflerin;;;;;;NW;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;18;
;;Tempel;Frank;m;1969;Nobitz;Belzig;MdB / Polizeibeamter;TH;194;Gera – Greiz – Altenburger Land;DIE LINKE;DIE LINKE;TH;DIE LINKE;DIE LINKE;4;X
;;Terhalle;Marion;w;1968;Papenburg;Aschendorf (jetzt Papenburg);Finanzwirtin;NI;25;Unterems;FDP;Freie Demokratische Partei;NI;FDP;Freie Demokratische Partei;19;
;;Terpoorten;Adelheid Maria Irmgard;w;1966;Binswangen;Oettingen i.Bay.;Dipl.-Sozialpädagogin (FH);;;;;;BY;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;28;
